     epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 173,            0.012337,            0.036779,                   0,              0.9387,             0.85397,             0.94022,             0.77679,            0.010953,            0.027126,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.012575,            0.037455,                   0,             0.93087,             0.86137,             0.94173,             0.78162,            0.010768,             0.02535,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.012602,            0.038945,                   0,             0.92486,             0.87061,             0.94562,             0.78052,            0.010699,            0.024854,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.012414,            0.038226,                   0,             0.92065,             0.88725,             0.94497,             0.78308,            0.010628,            0.024819,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.012417,            0.034406,                   0,             0.90727,             0.91128,             0.94737,             0.78255,            0.010925,            0.025693,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.012231,            0.038299,                   0,             0.90385,             0.90203,             0.95052,             0.78945,            0.010346,            0.024651,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.012827,            0.039282,                   0,             0.93424,             0.86691,             0.94652,             0.78671,            0.010492,            0.025471,                   0,            0.004126,            0.004126,            0.004126
                 180,             0.01265,            0.036183,                   0,             0.93256,             0.88725,             0.94875,             0.79546,            0.010292,            0.025968,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.011963,            0.036372,                   0,             0.91781,             0.90203,             0.95206,             0.79686,            0.010473,            0.024384,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.011988,            0.035944,                   0,             0.92203,             0.89621,             0.95672,             0.80151,            0.010563,            0.024591,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.012455,            0.035018,                   0,             0.93663,             0.87616,             0.94951,             0.79752,            0.010458,            0.025524,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.01237,            0.035324,                   0,             0.92237,             0.87849,             0.94512,             0.77421,            0.011039,            0.026208,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.012422,            0.038123,                   0,             0.93809,              0.8854,             0.94989,             0.79166,            0.010402,            0.024902,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.012041,            0.033783,                   0,             0.94476,             0.88511,             0.95557,             0.80077,            0.010371,            0.025021,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.012862,            0.035547,                   0,             0.93447,             0.89464,             0.95351,             0.79319,            0.010545,            0.025061,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012324,            0.038553,                   0,             0.91208,             0.91497,             0.95394,             0.79298,            0.010361,            0.023626,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012139,            0.038457,                   0,             0.93452,             0.89094,             0.95625,             0.80671,           0.0099706,            0.023637,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.012223,            0.038495,                   0,             0.91864,             0.90203,             0.95267,             0.79332,            0.010185,            0.024514,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.012257,            0.039465,                   0,             0.95514,             0.86691,             0.95281,             0.79464,            0.010168,            0.023988,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.012205,             0.03752,                   0,             0.91429,             0.91128,              0.9557,             0.79798,            0.010377,             0.02434,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.011506,            0.037327,                   0,              0.9639,             0.86876,             0.95408,              0.7911,            0.010377,            0.024081,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.012049,            0.038269,                   0,             0.93647,             0.89921,             0.95293,             0.79997,            0.009869,            0.024191,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.011913,            0.033549,                   0,             0.91511,             0.89671,             0.94799,             0.80566,           0.0099352,            0.024875,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.012263,            0.038265,                   0,             0.91019,             0.89924,             0.95082,             0.79313,            0.010295,            0.025417,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.012179,              0.0377,                   0,             0.90839,             0.91682,             0.95639,             0.79412,            0.010055,            0.023642,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.011549,            0.035542,                   0,             0.92409,             0.90003,             0.95551,             0.79718,           0.0098998,            0.023615,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.011146,            0.035931,                   0,             0.94045,             0.89464,             0.95461,             0.80305,           0.0099907,            0.023701,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.011786,            0.032448,                   0,             0.94568,             0.86886,             0.95093,             0.79146,            0.010356,            0.024034,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.012164,            0.035963,                   0,             0.94293,             0.88568,             0.95321,             0.80254,             0.01012,            0.024298,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.011358,             0.03433,                   0,             0.93908,             0.89279,             0.95613,             0.80093,            0.010231,            0.023683,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.011669,             0.03485,                   0,             0.91744,             0.90758,             0.95291,             0.79705,            0.010202,             0.02383,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.011245,             0.03497,                   0,             0.94067,              0.8817,             0.94895,             0.79575,            0.010276,            0.025484,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01146,            0.034203,                   0,             0.94965,               0.878,             0.94273,             0.79636,            0.010466,            0.026764,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.011966,            0.036113,                   0,             0.95189,             0.89094,             0.94916,             0.79704,            0.010164,            0.024652,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.011082,            0.034494,                   0,             0.94152,             0.89273,             0.94904,             0.79809,             0.01024,            0.025023,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.011383,             0.03589,                   0,             0.92418,             0.90203,             0.95614,             0.80614,             0.01012,            0.024243,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011232,            0.033966,                   0,             0.92123,             0.90792,             0.95553,             0.80961,           0.0099472,            0.024611,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.010848,            0.033367,                   0,              0.9516,             0.87061,             0.95219,             0.79847,            0.010324,            0.025325,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.011129,            0.033205,                   0,              0.9357,             0.89464,             0.95826,             0.80491,             0.00991,            0.024274,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.011842,            0.036484,                   0,             0.91479,             0.90758,             0.95822,             0.80341,           0.0097841,            0.023399,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.011503,            0.034725,                   0,             0.92596,             0.90157,             0.95623,             0.79919,           0.0099235,            0.023607,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.011292,            0.035139,                   0,             0.91261,             0.90727,             0.95674,               0.799,            0.010047,            0.024248,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.012142,            0.036711,                   0,               0.931,             0.89779,             0.95572,              0.8072,           0.0098417,            0.024152,                   0,            0.002938,            0.002938,            0.002938
                 216,             0.01131,            0.037462,                   0,             0.94633,             0.87999,             0.95849,             0.80854,           0.0097669,            0.024097,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.011167,            0.035293,                   0,             0.90052,              0.9203,              0.9582,             0.80284,           0.0097412,            0.023855,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.011158,            0.033609,                   0,             0.92255,             0.90267,             0.95893,             0.80696,           0.0095584,            0.023512,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.010842,            0.035068,                   0,             0.92639,             0.90203,             0.95703,             0.80746,            0.009547,            0.024034,                   0,            0.002806,            0.002806,            0.002806
                 220,              0.0108,            0.034447,                   0,             0.92915,             0.89687,             0.95861,             0.80842,           0.0095402,            0.023294,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.011056,            0.035951,                   0,             0.92039,             0.91128,             0.95772,             0.80576,           0.0095053,            0.023072,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.010658,            0.034279,                   0,             0.92307,             0.90758,             0.95889,             0.80867,           0.0095274,             0.02341,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.010428,            0.032608,                   0,             0.95306,             0.88725,             0.95958,             0.80797,           0.0099048,            0.023951,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.010352,            0.030702,                   0,              0.9316,             0.90635,             0.95961,             0.81351,           0.0096427,             0.02408,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.010448,            0.033286,                   0,             0.94496,              0.8854,             0.96138,              0.8159,           0.0097996,            0.023961,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.010963,            0.035323,                   0,             0.92627,             0.90563,             0.95818,             0.81267,           0.0095711,            0.023154,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.010996,            0.034689,                   0,             0.91353,             0.91779,             0.95875,             0.80987,           0.0095927,            0.023594,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.010312,            0.032958,                   0,             0.91495,             0.90943,             0.95746,             0.81467,           0.0095325,            0.023997,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.010943,            0.033757,                   0,             0.93049,             0.89081,               0.955,             0.81115,           0.0096703,            0.024435,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0099745,            0.032157,                   0,             0.90475,             0.91128,             0.94942,             0.81023,           0.0096752,            0.024926,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.010463,            0.034725,                   0,             0.89315,             0.92606,             0.95647,             0.81505,           0.0096258,            0.024171,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.010914,            0.035415,                   0,              0.8963,             0.92666,             0.95911,             0.81548,           0.0096388,            0.023768,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.010252,            0.033147,                   0,             0.93565,             0.89464,             0.95942,             0.81541,           0.0095791,            0.023019,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.010569,            0.034439,                   0,             0.93366,              0.9105,             0.96095,             0.81125,           0.0095008,            0.023387,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.010258,            0.031951,                   0,             0.91807,             0.91867,             0.95859,             0.81384,           0.0094922,            0.022722,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.010541,            0.034231,                   0,             0.91909,             0.91682,               0.959,             0.81169,           0.0094791,            0.023109,                   0,            0.002245,            0.002245,            0.002245
                 237,             0.01016,            0.032615,                   0,             0.92524,             0.91497,             0.95876,             0.81439,            0.009515,            0.023269,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.010478,            0.032234,                   0,             0.90606,             0.92791,             0.95447,             0.80435,           0.0097086,            0.024445,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.010612,            0.034127,                   0,             0.91112,             0.91497,             0.95983,             0.81215,           0.0095182,             0.02355,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.010344,            0.032804,                   0,             0.94839,              0.8831,             0.96027,               0.817,           0.0093098,            0.023353,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.010514,            0.032845,                   0,             0.92688,             0.91867,             0.95765,              0.8173,           0.0094318,            0.023454,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.010155,            0.032558,                   0,             0.93286,             0.89882,             0.95488,             0.81929,           0.0096083,            0.024877,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.010624,            0.036736,                   0,             0.93568,             0.89649,             0.95648,             0.81657,           0.0095444,            0.024274,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.010444,            0.032481,                   0,             0.93943,             0.88867,             0.95451,             0.81428,           0.0095633,            0.023619,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.010348,            0.033367,                   0,             0.93963,             0.88725,              0.9553,             0.81463,           0.0095712,            0.024018,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.010308,            0.032764,                   0,             0.91823,             0.92421,             0.95958,             0.82315,           0.0094114,            0.023348,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.010023,            0.031542,                   0,             0.91554,             0.92052,             0.95801,             0.82397,           0.0092933,            0.023296,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.010544,            0.035641,                   0,             0.92288,             0.91682,             0.95918,             0.81639,           0.0092761,            0.022973,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.010215,            0.032114,                   0,             0.92898,             0.91128,             0.96096,             0.81822,           0.0092763,            0.023152,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.010168,            0.033815,                   0,             0.95737,             0.87182,             0.95905,             0.81702,           0.0094343,            0.023962,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010104,            0.030682,                   0,             0.95664,             0.87061,             0.95821,             0.81262,           0.0097863,            0.024408,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0099004,            0.031411,                   0,             0.93257,             0.89279,             0.95626,              0.8141,           0.0096792,            0.024439,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0095764,            0.031564,                   0,             0.92475,             0.89649,             0.95554,             0.80822,           0.0096996,            0.023768,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0099667,            0.033616,                   0,             0.92961,             0.90327,             0.95795,             0.81511,           0.0095117,            0.023696,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.010229,            0.032616,                   0,             0.94852,             0.88543,             0.95475,              0.8158,           0.0093978,             0.02357,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.010042,            0.031071,                   0,             0.95011,             0.88008,             0.95772,              0.8074,           0.0096458,            0.023759,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0099906,            0.031427,                   0,             0.93829,             0.89939,             0.95796,             0.81253,           0.0095677,            0.024581,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0097825,            0.032284,                   0,             0.91608,             0.91682,             0.95926,             0.81522,           0.0094319,             0.02394,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0099769,            0.031692,                   0,             0.93621,             0.89527,             0.96103,             0.82446,           0.0092403,            0.023581,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0097687,            0.031838,                   0,             0.93405,             0.89017,              0.9622,             0.81683,           0.0092916,            0.023326,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.010568,            0.032904,                   0,             0.93419,             0.89215,             0.96019,             0.81731,            0.009306,            0.023462,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0096686,            0.032043,                   0,             0.95129,             0.87431,             0.95752,             0.81794,           0.0092375,            0.023348,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0098427,            0.034139,                   0,             0.92748,             0.90573,             0.95886,             0.82024,           0.0092248,            0.023007,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0099515,            0.033388,                   0,             0.93139,             0.90333,             0.95724,             0.81505,           0.0092898,            0.022989,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0097356,            0.030458,                   0,             0.90463,             0.92926,             0.95857,             0.81096,           0.0091861,            0.023093,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0095836,            0.031118,                   0,             0.91606,             0.91497,             0.95989,              0.8195,           0.0091422,            0.023553,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010129,            0.030923,                   0,             0.91872,             0.91933,             0.96143,             0.82026,           0.0091897,            0.023478,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0094731,            0.030134,                   0,               0.923,             0.92052,             0.95815,             0.82174,           0.0092652,            0.023333,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0094802,            0.030425,                   0,             0.93572,             0.90573,             0.96286,             0.82376,           0.0091632,            0.022788,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0097653,            0.031318,                   0,              0.9482,             0.89279,             0.96324,              0.8253,           0.0090661,            0.022866,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0094131,            0.031276,                   0,             0.91641,             0.93346,             0.96052,             0.82496,           0.0090655,            0.022894,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0094883,            0.030822,                   0,             0.94864,             0.89464,             0.96018,             0.82121,           0.0091992,            0.022972,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0090745,            0.029221,                   0,             0.92905,             0.90203,             0.95784,              0.8164,           0.0091978,            0.023327,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0096188,            0.030557,                   0,             0.96149,             0.87677,             0.96204,             0.81946,           0.0090891,            0.023416,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0092858,            0.031012,                   0,              0.9058,             0.92424,             0.96106,             0.82137,           0.0090439,            0.023108,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0095982,            0.029327,                   0,             0.92013,             0.91568,             0.96061,             0.82408,           0.0090677,            0.023389,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0094243,            0.031187,                   0,             0.92821,             0.90812,             0.95912,             0.82115,           0.0091229,            0.023416,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.010232,            0.033062,                   0,              0.9268,              0.9127,             0.96121,             0.82573,           0.0090239,            0.023195,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0096174,            0.031808,                   0,             0.93164,             0.90685,             0.96035,              0.8244,           0.0090617,            0.023101,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.009458,            0.031358,                   0,             0.91062,             0.91867,             0.96178,             0.82031,           0.0091871,             0.02321,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0094692,            0.032503,                   0,             0.92627,             0.90943,              0.9617,             0.81981,           0.0091365,            0.023248,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0093347,             0.03243,                   0,             0.93666,             0.90203,             0.95846,             0.82169,           0.0091153,            0.023463,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0099535,            0.032655,                   0,             0.92957,             0.91128,             0.96079,             0.82164,           0.0090223,            0.023309,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0093173,             0.03186,                   0,             0.91698,             0.91871,             0.96126,             0.82225,           0.0090174,            0.023319,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0093078,            0.029978,                   0,             0.91683,             0.91697,             0.96106,             0.82394,           0.0090074,            0.023063,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0095573,            0.030762,                   0,             0.94234,             0.89279,             0.96011,             0.82124,           0.0090561,            0.023169,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0093708,            0.029253,                   0,             0.93703,             0.90018,             0.95743,             0.82222,           0.0090422,            0.023365,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0092266,            0.030351,                   0,             0.94735,             0.89793,             0.95692,             0.82272,           0.0090027,            0.023207,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.010006,            0.033348,                   0,             0.94718,             0.89491,             0.96104,              0.8213,           0.0090626,            0.023179,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0092894,            0.028439,                   0,             0.92981,             0.90599,             0.96079,             0.82392,           0.0090985,            0.023266,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0096989,            0.033749,                   0,             0.93548,             0.89834,             0.96105,             0.82566,           0.0091179,            0.023323,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0091646,            0.031426,                   0,             0.91218,             0.92052,             0.96054,             0.82488,           0.0090488,            0.023277,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0094644,            0.031836,                   0,              0.9118,             0.92052,             0.96181,             0.82757,           0.0090046,            0.023263,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0091428,            0.031634,                   0,             0.92786,             0.90388,             0.96233,             0.82825,           0.0089977,             0.02311,                   0,            0.000331,            0.000331,            0.000331
                 295,             0.00975,            0.031039,                   0,              0.9333,             0.89834,             0.96186,             0.82852,           0.0090039,            0.023335,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0094146,            0.031974,                   0,             0.93964,             0.89207,             0.96203,             0.82927,           0.0090147,            0.023512,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0096029,            0.034237,                   0,              0.9434,             0.88909,             0.96283,             0.82814,           0.0089822,            0.023576,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0093425,             0.02994,                   0,             0.94476,             0.88515,             0.96243,             0.82763,           0.0089955,            0.023506,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0094176,            0.030304,                   0,              0.9342,             0.89226,             0.96242,             0.82784,            0.008992,            0.023362,                   0,            0.000166,            0.000166,            0.000166
