 epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,            0.017594,            0.044721,                   0,             0.92169,             0.86876,             0.94269,              0.7343,            0.013457,            0.028765,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.017006,            0.044567,                   0,              0.9139,             0.89279,             0.93239,             0.72173,            0.014351,             0.02947,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.016587,            0.046933,                   0,             0.92111,             0.87061,             0.93772,             0.71602,             0.01437,            0.029074,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.016683,             0.04364,                   0,             0.88248,             0.92421,             0.95332,             0.73581,            0.013175,            0.027476,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.017149,            0.044213,                   0,             0.89751,             0.88725,             0.94443,             0.72486,            0.013728,            0.027735,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.017214,            0.044966,                   0,             0.91374,             0.86154,              0.9356,             0.71512,            0.013897,            0.029259,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.017711,            0.046686,                   0,             0.88661,             0.90388,             0.94403,             0.71183,            0.013436,            0.028233,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.016783,            0.048381,                   0,             0.91057,             0.88462,             0.94897,             0.74323,            0.013089,            0.027336,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.016336,            0.046423,                   0,             0.91039,             0.90142,             0.94674,             0.71527,             0.01409,            0.027869,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.016849,            0.043156,                   0,             0.90558,             0.89649,             0.94596,              0.7481,            0.012487,            0.027361,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.015741,            0.043033,                   0,             0.89286,             0.89339,              0.9377,             0.73845,            0.013257,             0.02955,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.016528,            0.042643,                   0,             0.92085,             0.88165,             0.93757,             0.71702,            0.013684,            0.028953,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.017135,            0.046409,                   0,             0.94122,             0.85833,             0.94183,             0.72285,            0.013534,            0.028255,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.015772,            0.041812,                   0,             0.91942,             0.86476,             0.94033,             0.72988,            0.012995,            0.027993,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.016972,             0.04159,                   0,             0.92662,             0.88696,             0.94971,             0.72863,            0.013491,             0.02732,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.016158,            0.046135,                   0,             0.91301,             0.90203,             0.94194,             0.74427,            0.012704,            0.027575,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.015323,            0.042562,                   0,             0.90971,             0.87526,             0.93519,             0.71858,            0.014137,            0.029771,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.015899,            0.043165,                   0,             0.88742,             0.90336,             0.94161,              0.7289,            0.013232,            0.027576,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.017334,            0.045235,                   0,              0.9344,              0.8688,             0.94336,             0.74411,            0.013207,            0.027952,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.016544,            0.044615,                   0,             0.91179,             0.88909,             0.95179,             0.72017,            0.013794,            0.027297,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.015619,            0.040744,                   0,              0.9357,             0.88909,             0.95772,             0.74556,            0.013297,            0.026704,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.017137,            0.044161,                   0,             0.93078,              0.8854,             0.94702,              0.7366,            0.013183,             0.02839,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.015597,            0.043222,                   0,             0.94028,             0.85767,             0.93405,              0.7336,            0.013218,            0.029319,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.015002,            0.045397,                   0,             0.91849,             0.88355,             0.95087,             0.75545,            0.012632,            0.027016,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.016254,             0.04303,                   0,             0.90703,             0.90163,             0.93747,             0.73361,            0.013285,            0.028166,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.015656,            0.040997,                   0,             0.92213,             0.89464,             0.95043,             0.75805,            0.012669,            0.027023,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.015245,             0.04169,                   0,             0.92568,             0.89788,             0.94886,             0.72482,             0.01369,            0.027324,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.015439,            0.042084,                   0,             0.88597,             0.89464,             0.94334,             0.72302,            0.012911,            0.027289,                   0,            0.005611,            0.005611,            0.005611
                 135,             0.01549,            0.042201,                   0,             0.92248,             0.89464,             0.94685,             0.70451,            0.013997,            0.027752,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.015396,            0.042347,                   0,             0.94529,             0.86876,             0.94356,             0.74103,             0.01302,            0.029154,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.015126,            0.040624,                   0,             0.92928,             0.90203,             0.95259,             0.75141,            0.012764,            0.028053,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.014931,            0.044686,                   0,             0.91465,             0.89134,             0.95568,             0.74668,            0.012977,            0.027124,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.015681,            0.041412,                   0,             0.93397,             0.89464,              0.9588,             0.75272,            0.012758,            0.026046,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.016064,            0.041362,                   0,             0.93149,             0.87968,              0.9571,             0.76412,            0.012026,            0.026968,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.015111,            0.042827,                   0,             0.92099,             0.88337,             0.94574,             0.73966,            0.012987,            0.027943,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.015304,            0.041376,                   0,             0.89463,             0.88355,             0.93442,             0.73257,            0.013001,            0.028429,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.015297,            0.043979,                   0,             0.89553,              0.8873,              0.9395,             0.73498,             0.01263,            0.027814,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.015549,            0.047183,                   0,             0.91521,             0.87786,             0.93893,              0.7373,            0.012706,            0.028825,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.015088,             0.04122,                   0,             0.93394,             0.86691,             0.93345,             0.74407,            0.013134,            0.031146,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.015115,            0.042606,                   0,             0.92814,             0.90758,              0.9534,             0.75668,            0.012251,            0.027057,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.014665,            0.039858,                   0,             0.91567,             0.92321,             0.95648,             0.74877,            0.012205,            0.026885,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.014311,            0.039708,                   0,             0.89092,             0.91682,             0.94745,             0.75284,            0.012107,            0.027539,                   0,            0.005149,            0.005149,            0.005149
